team,year,TeamID,lookup,herop_percentot
St. Francis Brooklyn (NEC),2021,0,2021-0,0.167310167
Lafayette (Patriot),2021,1248,2021-1248,0.276705277
West Virginia (Big 12),2021,1452,2021-1452,0.197164948
Drake (MVC),2021,1179,2021-1179,0.167958656
Kent St. (MAC),2021,1245,2021-1245,0.249676585
Auburn (SEC),2021,1120,2021-1120,0.18134715
Houston (AAC),2021,1222,2021-1222,0.231865285
Cal St. Fullerton (Big West),2021,1168,2021-1168,0.228571429
Abilene Christian (Southland),2021,#N/A,#N/A,0.168831169
Monmouth (MAAC),2021,1284,2021-1284,0.2236671
Ohio St. (Big Ten),2021,1326,2021-1326,0.208333333
Samford (SoCon),2021,0,2021-0,0.169270833
Central Mich. (MAC),2021,1141,2021-1141,0.233072917
Massachusetts (Atlantic 10),2021,1269,2021-1269,0.245110821
Mercer (SoCon),2021,1273,2021-1273,0.169491525
Oklahoma St. (Big 12),2021,1329,2021-1329,0.25684485
Detroit Mercy (Horizon),2021,1178,2021-1178,0.31372549
Michigan (Big Ten),2021,1276,2021-1276,0.186928105
Murray St. (OVC),2021,1293,2021-1293,0.204188482
UNCW (CAA),2021,1423,2021-1423,0.19266055
Duke (ACC),2021,1181,2021-1181,0.24508519
Pepperdine (WCC),2021,1337,2021-1337,0.24015748
Boise St. (Mountain West),2021,1129,2021-1129,0.230263158
South Dakota (Summit League),2021,0,2021-0,0.171052632
Colorado St. (Mountain West),2021,1161,2021-1161,0.214756258
UC Santa Barbara (Big West),2021,1364,2021-1364,0.205804749
Villanova (Big East),2021,1437,2021-1437,0.200527704
New Orleans (Southland),2021,1309,2021-1309,0.208718626
Georgia Tech (ACC),2021,1210,2021-1210,0.238095238
Syracuse (ACC),2021,1393,2021-1393,0.211640212
Wyoming (Mountain West),2021,1461,2021-1461,0.197089947
Milwaukee (Horizon),2021,1454,2021-1454,0.226490066
Western Caro. (SoCon),2021,0,2021-0,0.17218543
Arizona (Pac-12),2021,1112,2021-1112,0.206896552
Grand Canyon (WAC),2021,1213,2021-1213,0.189655172
Saint Louis (Atlantic 10),2021,1387,2021-1387,0.225464191
Oklahoma (Big 12),2021,1328,2021-1328,0.234354194
Purdue Fort Wayne (Horizon),2021,0,2021-0,0.17310253
Xavier (Big East),2021,1462,2021-1462,0.215712383
Fairleigh Dickinson (NEC),2021,1192,2021-1192,0.224
Richmond (Atlantic 10),2021,1350,2021-1350,0.214666667
Texas (Big 12),2021,1400,2021-1400,0.197596796
Bucknell (Patriot),2021,1137,2021-1137,0.173564753
Liberty (ASUN),2021,1251,2021-1251,0.208277704
Norfolk St. (MEAC),2021,1313,2021-1313,0.212283044
Montana St. (Big Sky),2021,1286,2021-1286,0.196524064
North Carolina (ACC),2021,1314,2021-1314,0.173796791
Arizona St. (Pac-12),2021,1113,2021-1113,0.266042781
Utah Valley (WAC),2021,0,2021-0,0.173796791
Oakland (Horizon),2021,1324,2021-1324,0.239625167
Florida (SEC),2021,1196,2021-1196,0.201072386
Iona (MAAC),2021,1233,2021-1233,0.275167785
Louisiana Tech (C-USA),2021,0,2021-0,0.174496644
Rice (C-USA),2021,0,2021-0,0.174496644
Youngstown St. (Horizon),2021,0,2021-0,0.174731183
San Diego St. (Mountain West),2021,1361,2021-1361,0.206989247
Louisiana (Sun Belt),2021,1418,2021-1418,0.231182796
Utah St. (Mountain West),2021,1429,2021-1429,0.197580645
Austin Peay (OVC),2021,1122,2021-1122,0.290713324
Southern California (Pac-12),2021,1425,2021-1425,0.216689098
Wofford (SoCon),2021,1459,2021-1459,0.239569314
SMU (AAC),2021,1374,2021-1374,0.238223419
Jacksonville St. (OVC),2021,1240,2021-1240,0.211305518
Oregon (Pac-12),2021,1332,2021-1332,0.233468286
South Alabama (Sun Belt),2021,1375,2021-1375,0.28340081
Ball St. (MAC),2021,0,2021-0,0.175438596
Missouri (SEC),2021,1281,2021-1281,0.190283401
LIU (NEC),2021,1254,2021-1254,0.233783784
Texas Southern (SWAC),2021,1411,2021-1411,0.218918919
Western Ky. (C-USA),2021,1443,2021-1443,0.238159675
UC Davis (Big West),2021,1413,2021-1413,0.215155616
Colorado (Pac-12),2021,1160,2021-1160,0.207598372
UT Arlington (Sun Belt),2021,1426,2021-1426,0.227951153
Seattle U (WAC),2021,0,2021-0,0.176390773
UNC Greensboro (SoCon),2021,1422,2021-1422,0.25951087
FIU (C-USA),2021,0,2021-0,0.176630435
NC State (ACC),2021,1301,2021-1301,0.176870748
Missouri St. (MVC),2021,0,2021-0,0.177111717
UNC Asheville (Big South),2021,1421,2021-1421,0.216621253
Coppin St. (MEAC),2021,1164,2021-1164,0.223433243
Wichita St. (AAC),2021,1455,2021-1455,0.233287858
Texas Tech (Big 12),2021,1403,2021-1403,0.219645293
Kansas (Big 12),2021,1242,2021-1242,0.177353342
Notre Dame (ACC),2021,1323,2021-1323,0.200819672
Minnesota (Big Ten),2021,1278,2021-1278,0.267759563
Nevada (Mountain West),2021,1305,2021-1305,0.245901639
South Carolina (SEC),2021,1376,2021-1376,0.229508197
Hofstra (CAA),2021,0,2021-0,0.177838577
UTRGV (WAC),2021,0,2021-0,0.177838577
UAB (C-USA),2021,1412,2021-1412,0.178082192
Western Ill. (Summit League),2021,0,2021-0,0.178082192
Long Beach St. (Big West),2021,1253,2021-1253,0.2
Vermont (America East),2021,1436,2021-1436,0.253424658
UC Irvine (Big West),2021,1414,2021-1414,0.202739726
Miami (OH) (MAC),2021,1275,2021-1275,0.178817056
Chattanooga (SoCon),2021,1151,2021-1151,0.231404959
Penn St. (Big Ten),2021,1336,2021-1336,0.213498623
UCLA (Pac-12),2021,1417,2021-1417,0.195592287
Howard (MEAC),2021,0,2021-0,0.179063361
Hawaii (Big West),2021,1218,2021-1218,0.179063361
Arkansas St. (Sun Belt),2021,1114,2021-1114,0.194482759
Loyola Maryland (Patriot),2021,1259,2021-1259,0.289655172
Tennessee (SEC),2021,1397,2021-1397,0.179310345
Army West Point (Patriot),2021,0,2021-0,0.179558011
Robert Morris (Horizon),2021,1352,2021-1352,0.179806362
UConn (Big East),2021,1163,2021-1163,0.179806362
Davidson (Atlantic 10),2021,1172,2021-1172,0.239280775
N.C. A&T (MEAC),2021,1299,2021-1299,0.180055402
Saint Joseph's (Atlantic 10),2021,1386,2021-1386,0.24099723
Northwestern St. (Southland),2021,1322,2021-1322,0.180305132
Virginia Tech (ACC),2021,1439,2021-1439,0.220527046
CSUN (Big West),2021,1169,2021-1169,0.299583911
Memphis (AAC),2021,1272,2021-1272,0.180305132
Stetson (ASUN),2021,0,2021-0,0.180555556
Illinois St. (MVC),2021,1227,2021-1227,0.209722222
VCU (Atlantic 10),2021,1433,2021-1433,0.269444444
Houston Christian (Southland),2021,0,2021-0,0.181058496
Vanderbilt (SEC),2021,1435,2021-1435,0.286908078
FGCU (ASUN),2021,1195,2021-1195,0.181058496
Georgetown (Big East),2021,1207,2021-1207,0.221757322
Green Bay (Horizon),2021,1453,2021-1453,0.240223464
Sacramento St. (Big Sky),2021,0,2021-0,0.181564246
Seton Hall (Big East),2021,1371,2021-1371,0.248603352
Ga. Southern (Sun Belt),2021,0,2021-0,0.181818182
Loyola Chicago (MVC),2021,1260,2021-1260,0.20979021
Navy (Patriot),2021,0,2021-0,0.181818182
Drexel (CAA),2021,1180,2021-1180,0.244755245
Cleveland St. (Horizon),2021,1156,2021-1156,0.204195804
Rhode Island (Atlantic 10),2021,1348,2021-1348,0.205882353
San Francisco (WCC),2021,1362,2021-1362,0.242296919
Northern Ky. (Horizon),2021,1297,2021-1297,0.228291317
Boston College (ACC),2021,1130,2021-1130,0.211484594
George Mason (Atlantic 10),2021,1206,2021-1206,0.221598878
Northwestern (Big Ten),2021,1321,2021-1321,0.182328191
Montana (Big Sky),2021,1285,2021-1285,0.182328191
Wagner (NEC),2021,1447,2021-1447,0.248595506
New Mexico St. (WAC),2021,1308,2021-1308,0.18258427
Lipscomb (ASUN),2021,1252,2021-1252,0.198033708
Pittsburgh (ACC),2021,1338,2021-1338,0.258426966
IUPUI (Horizon),2021,1237,2021-1237,0.304775281
UC Riverside (Big West),2021,0,2021-0,0.183098592
North Texas (C-USA),2021,1317,2021-1317,0.202816901
Campbell (Big South),2021,0,2021-0,0.183098592
App State (Sun Belt),2021,1111,2021-1111,0.183356841
Central Ark. (Southland),2021,0,2021-0,0.183356841
Purdue (Big Ten),2021,1345,2021-1345,0.214689266
Delaware St. (MEAC),2021,1175,2021-1175,0.211864407
UTEP (C-USA),2021,1431,2021-1431,0.262711864
Gardner-Webb (Big South),2021,1205,2021-1205,0.199434229
Holy Cross (Patriot),2021,1221,2021-1221,0.232294618
Col. of Charleston (CAA),2021,1158,2021-1158,0.220963173
Prairie View (SWAC),2021,1341,2021-1341,0.206798867
Marquette (Big East),2021,1266,2021-1266,0.184397163
Indiana (Big Ten),2021,1231,2021-1231,0.270921986
Utah (Pac-12),2021,1428,2021-1428,0.238636364
Rutgers (Big Ten),2021,1353,2021-1353,0.217329545
Eastern Mich. (MAC),2021,0,2021-0,0.184659091
Canisius (MAAC),2021,0,2021-0,0.184659091
Kentucky (SEC),2021,1246,2021-1246,0.184921764
St. Bonaventure (Atlantic 10),2021,1382,2021-1382,0.20341394
Sacred Heart (NEC),2021,0,2021-0,0.184921764
CSU Bakersfield (Big West),2021,1167,2021-1167,0.185185185
Stanford (Pac-12),2021,1390,2021-1390,0.267806268
Dayton (Atlantic 10),2021,1173,2021-1173,0.257834758
Providence (Big East),2021,1344,2021-1344,0.245014245
Kansas City (Summit League),2021,0,2021-0,0.185449358
Nebraska (Big Ten),2021,1304,2021-1304,0.235378031
Oregon St. (Pac-12),2021,1333,2021-1333,0.221428571
Southern U. (SWAC),2021,1380,2021-1380,0.185714286
Wisconsin (Big Ten),2021,1458,2021-1458,0.185979971
Cincinnati (AAC),2021,1153,2021-1153,0.214899713
Denver (Summit League),2021,0,2021-0,0.186246418
Pacific (WCC),2021,1334,2021-1334,0.186246418
North Dakota St. (Summit League),2021,1295,2021-1295,0.212338594
UNLV (Mountain West),2021,1424,2021-1424,0.258249641
Santa Clara (WCC),2021,0,2021-0,0.186781609
North Florida (ASUN),2021,1316,2021-1316,0.208333333
Bradley (MVC),2021,1133,2021-1133,0.204022989
UMBC (America East),2021,1420,2021-1420,0.20545977
UNI (MVC),2021,1320,2021-1320,0.18705036
Michigan St. (Big Ten),2021,1277,2021-1277,0.223021583
LMU (CA) (WCC),2021,0,2021-0,0.18705036
Portland (WCC),2021,0,2021-0,0.18705036
Mississippi St. (SEC),2021,1280,2021-1280,0.236311239
ETSU (SoCon),2021,1190,2021-1190,0.233429395
Eastern Ill. (OVC),2021,0,2021-0,0.187319885
Boston U. (Patriot),2021,1131,2021-1131,0.231988473
UAlbany (America East),2021,1107,2021-1107,0.206051873
UMass Lowell (America East),2021,0,2021-0,0.187590188
American (Patriot),2021,1110,2021-1110,0.296671491
Southeast Mo. St. (OVC),2021,0,2021-0,0.188405797
Washington St. (Pac-12),2021,1450,2021-1450,0.255072464
Maryland (Big Ten),2021,1268,2021-1268,0.210449927
Old Dominion (C-USA),2021,1330,2021-1330,0.226415094
Northern Colo. (Big Sky),2021,1294,2021-1294,0.208998549
Saint Francis (PA) (NEC),2021,0,2021-0,0.188679245
Portland St. (Big Sky),2021,1340,2021-1340,0.188679245
Hampton (Big South),2021,1214,2021-1214,0.308139535
Morehead St. (OVC),2021,1287,2021-1287,0.202034884
North Dakota (Summit League),2021,1315,2021-1315,0.244541485
Little Rock (Sun Belt),2021,0,2021-0,0.18922853
Ole Miss (SEC),2021,1290,2021-1290,0.227074236
Louisville (ACC),2021,1257,2021-1257,0.247813411
Siena (MAAC),2021,1373,2021-1373,0.212827988
Central Conn. St. (NEC),2021,1148,2021-1148,0.189781022
Southeastern La. (Southland),2021,1368,2021-1368,0.232116788
Virginia (ACC),2021,1438,2021-1438,0.230656934
Idaho St. (Big Sky),2021,0,2021-0,0.19005848
Tennessee St. (OVC),2021,0,2021-0,0.19005848
Lehigh (Patriot),2021,1250,2021-1250,0.224011713
Tulsa (AAC),2021,1409,2021-1409,0.21522694
George Washington (Atlantic 10),2021,1203,2021-1203,0.280469897
La Salle (Atlantic 10),2021,1247,2021-1247,0.190895742
N.C. Central (MEAC),2021,1300,2021-1300,0.241176471
UIW (Southland),2021,0,2021-0,0.191176471
Rider (MAAC),2021,0,2021-0,0.191458027
UIC (Horizon),2021,0,2021-0,0.192023634
Radford (Big South),2021,1347,2021-1347,0.192307692
Jacksonville (ASUN),2021,0,2021-0,0.192307692
Delaware (CAA),2021,1174,2021-1174,0.226666667
Quinnipiac (MAAC),2021,0,2021-0,0.192592593
Towson (CAA),2021,0,2021-0,0.192878338
TCU (Big 12),2021,1395,2021-1395,0.235905045
Grambling (SWAC),2021,0,2021-0,0.192878338
Omaha (Summit League),2021,0,2021-0,0.193164933
New Hampshire (America East),2021,0,2021-0,0.193164933
UCF (AAC),2021,1416,2021-1416,0.217261905
Northeastern (CAA),2021,1318,2021-1318,0.276785714
East Carolina (AAC),2021,0,2021-0,0.193740686
Duquesne (Atlantic 10),2021,0,2021-0,0.19431988
Alcorn (SWAC),2021,1108,2021-1108,0.286356822
High Point (Big South),2021,0,2021-0,0.194902549
Washington (Pac-12),2021,1449,2021-1449,0.222222222
Tennessee Tech (OVC),2021,0,2021-0,0.195195195
Indiana St. (MVC),2021,1232,2021-1232,0.258646617
Miami (FL) (ACC),2021,1274,2021-1274,0.25753012
Texas St. (Sun Belt),2021,0,2021-0,0.195783133
Wake Forest (ACC),2021,1448,2021-1448,0.196078431
Longwood (Big South),2021,1255,2021-1255,0.196374622
San Diego (WCC),2021,1360,2021-1360,0.196374622
Stony Brook (America East),2021,1392,2021-1392,0.196374622
NJIT (America East),2021,0,2021-0,0.19667171
Hartford (America East),2021,1216,2021-1216,0.196969697
DePaul (Big East),2021,1177,2021-1177,0.218512898
USC Upstate (Big South),2021,0,2021-0,0.197268589
Elon (CAA),2021,0,2021-0,0.197869102
SIUE (OVC),2021,0,2021-0,0.197869102
Fresno St. (Mountain West),2021,1201,2021-1201,0.221036585
Lamar University (Southland),2021,1249,2021-1249,0.230182927
Southern Ill. (MVC),2021,1356,2021-1356,0.198473282
Charleston So. (Big South),2021,0,2021-0,0.198473282
Temple (AAC),2021,1396,2021-1396,0.198473282
Kennesaw St. (ASUN),2021,0,2021-0,0.198473282
UT Martin (OVC),2021,0,2021-0,0.198473282
South Fla. (AAC),2021,1378,2021-1378,0.198776758
Binghamton (America East),2021,1127,2021-1127,0.212538226
Clemson (ACC),2021,1155,2021-1155,0.198776758
Troy (Sun Belt),2021,1407,2021-1407,0.199081164
California (Pac-12),2021,1143,2021-1143,0.199081164
Iowa St. (Big 12),2021,1235,2021-1235,0.235834609
Florida A&M (SWAC),2021,1197,2021-1197,0.233128834
San Jose St. (Mountain West),2021,0,2021-0,0.2
Valparaiso (MVC),2021,1434,2021-1434,0.2
William & Mary (CAA),2021,0,2021-0,0.200617284
Evansville (MVC),2021,0,2021-0,0.200617284
A&M-Corpus Christi (Southland),2021,1394,2021-1394,0.200617284
New Mexico (Mountain West),2021,1307,2021-1307,0.245749614
Niagara (MAAC),2021,1310,2021-1310,0.224458204
ULM (Sun Belt),2021,0,2021-0,0.202492212
Alabama St. (SWAC),2021,1106,2021-1106,0.202492212
Southern Miss. (C-USA),2021,1379,2021-1379,0.221183801
Presbyterian (Big South),2021,0,2021-0,0.202808112
Saint Mary's (CA) (WCC),2021,1388,2021-1388,0.202808112
Jackson St. (SWAC),2021,1238,2021-1238,0.315132605
Texas A&M (SEC),2021,1401,2021-1401,0.248049922
Tulane (AAC),2021,0,2021-0,0.203442879
Mount St. Mary's (NEC),2021,1291,2021-1291,0.233908948
Butler (Big East),2021,1139,2021-1139,0.204402516
Charlotte (C-USA),2021,1150,2021-1150,0.283464567
Marist (MAAC),2021,0,2021-0,0.204724409
Manhattan (MAAC),2021,1264,2021-1264,0.205047319
Saint Peter's (MAAC),2021,1389,2021-1389,0.205047319
Alabama A&M (SWAC),2021,1105,2021-1105,0.260663507
Western Mich. (MAC),2021,1444,2021-1444,0.226624406
Northern Ariz. (Big Sky),2021,0,2021-0,0.207667732
NIU (MAC),2021,0,2021-0,0.208667737
Middle Tenn. (C-USA),2021,1292,2021-1292,0.208667737
Ark.-Pine Bluff (SWAC),2021,1115,2021-1115,0.261290323
Fairfield (MAAC),2021,0,2021-0,0.210016155
Cal Poly (Big West),2021,1142,2021-1142,0.210016155
Kansas St. (Big 12),2021,1243,2021-1243,0.212418301
South Carolina St. (MEAC),2021,1354,2021-1354,0.212418301
Idaho (Big Sky),2021,0,2021-0,0.213464696
Air Force (Mountain West),2021,1102,2021-1102,0.259322034
Mississippi Val. (SWAC),2021,1279,2021-1279,0.230088496
Chicago St. (WAC),2021,0,2021-0,0.23465704
Maine (America East),2021,0,2021-0,0.244821092
Fordham (Atlantic 10),2021,0,2021-0,0.250965251
Gonzaga (WCC),2022,1211,2022-1211,0.202272727
South Dakota St. (Summit League),2022,1355,2022-1355,0.187141217
Arizona (Pac-12),2022,1112,2022-1112,0.204250295
Oral Roberts (Summit League),2022,1331,2022-1331,0.273709484
Iowa (Big Ten),2022,1234,2022-1234,0.279711885
Toledo (MAC),2022,0,2022-0,0.159509202
Purdue (Big Ten),2022,1345,2022-1345,0.213135068
Princeton (Ivy League),2022,1343,2022-1343,0.191066998
Duke (ACC),2022,1181,2022-1181,0.212686567
Buffalo (MAC),2022,1138,2022-1138,0.239103362
Bowling Green (MAC),2022,0,2022-0,0.161892902
Alabama (SEC),2022,1104,2022-1104,0.207240949
Kentucky (SEC),2022,1246,2022-1246,0.215980025
UAB (C-USA),2022,1412,2022-1412,0.24125
Southeastern La. (Southland),2022,1368,2022-1368,0.190715182
St. John's (NY) (Big East),2022,1385,2022-1385,0.237139272
Nicholls (Southland),2022,0,2022-0,0.163316583
Wake Forest (ACC),2022,1448,2022-1448,0.242767296
Cornell (Ivy League),2022,1165,2022-1165,0.16372796
Murray St. (OVC),2022,1293,2022-1293,0.229508197
Auburn (SEC),2022,1120,2022-1120,0.215636822
Eastern Ky. (ASUN),2022,1184,2022-1184,0.163934426
VMI (SoCon),2022,0,2022-0,0.164348925
Southern Utah (Big Sky),2022,0,2022-0,0.164974619
Western Ill. (Summit League),2022,0,2022-0,0.165184244
Northern Colo. (Big Sky),2022,1294,2022-1294,0.265565438
Kansas (Big 12),2022,1242,2022-1242,0.251908397
North Carolina (ACC),2022,1314,2022-1314,0.211195929
Belmont (OVC),2022,1125,2022-1125,0.208917197
Col. of Charleston (CAA),2022,1158,2022-1158,0.180306905
Bryant (NEC),2022,1136,2022-1136,0.315856777
Santa Clara (WCC),2022,0,2022-0,0.166453265
McNeese (Southland),2022,1270,2022-1270,0.166453265
Hofstra (CAA),2022,0,2022-0,0.166880616
Furman (SoCon),2022,0,2022-0,0.167525773
New Orleans (Southland),2022,1309,2022-1309,0.268041237
Missouri St. (MVC),2022,0,2022-0,0.167741935
Saint Louis (Atlantic 10),2022,1387,2022-1387,0.209032258
FGCU (ASUN),2022,1195,2022-1195,0.272609819
A&M-Corpus Christi (Southland),2022,1394,2022-1394,0.18240621
Arkansas (SEC),2022,1116,2022-1116,0.24450194
Eastern Wash. (Big Sky),2022,1186,2022-1186,0.212435233
Howard (MEAC),2022,0,2022-0,0.168612192
San Francisco (WCC),2022,1362,2022-1362,0.216601816
Abilene Christian (WAC),2022,#N/A,#N/A,0.169050715
Louisiana Tech (C-USA),2022,0,2022-0,0.169050715
Baylor (Big 12),2022,1124,2022-1124,0.1796875
The Citadel (SoCon),2022,0,2022-0,0.169270833
Weber St. (Big Sky),2022,1451,2022-1451,0.237288136
Montana St. (Big Sky),2022,1286,2022-1286,0.169491525
Syracuse (ACC),2022,1393,2022-1393,0.251629726
UCLA (Pac-12),2022,1417,2022-1417,0.217731421
Longwood (Big South),2022,1255,2022-1255,0.185863874
Illinois (Big Ten),2022,1228,2022-1228,0.275590551
Houston Christian (Southland),2022,0,2022-0,0.170827858
UConn (Big East),2022,1163,2022-1163,0.207621551
Colgate (Patriot),2022,1159,2022-1159,0.190538765
Memphis (AAC),2022,1272,2022-1272,0.170827858
Western Ky. (C-USA),2022,1443,2022-1443,0.211842105
Houston (AAC),2022,1222,2022-1222,0.171277997
Davidson (Atlantic 10),2022,1172,2022-1172,0.222955145
Morgan St. (MEAC),2022,1288,2022-1288,0.171730515
Wagner (NEC),2022,1447,2022-1447,0.240422721
Cleveland St. (Horizon),2022,1156,2022-1156,0.205026455
Wright St. (Horizon),2022,1460,2022-1460,0.261904762
Southeast Mo. St. (OVC),2022,0,2022-0,0.171957672
Iona (MAAC),2022,1233,2022-1233,0.192307692
Norfolk St. (MEAC),2022,1313,2022-1313,0.222811671
Rice (C-USA),2022,0,2022-0,0.172642762
Miami (OH) (MAC),2022,1275,2022-1275,0.23373174
Winthrop (Big South),2022,1457,2022-1457,0.199468085
SFA (WAC),2022,1372,2022-1372,0.222074468
South Dakota (Summit League),2022,0,2022-0,0.17310253
James Madison (CAA),2022,1241,2022-1241,0.203728362
Colorado St. (Mountain West),2022,1161,2022-1161,0.26
Massachusetts (Atlantic 10),2022,1269,2022-1269,0.186666667
North Dakota St. (Summit League),2022,1295,2022-1295,0.213333333
Miami (FL) (ACC),2022,1274,2022-1274,0.23364486
UNC Asheville (Big South),2022,1421,2022-1421,0.205607477
LIU (NEC),2022,1254,2022-1254,0.256684492
Kennesaw St. (ASUN),2022,0,2022-0,0.173796791
Chattanooga (SoCon),2022,1151,2022-1151,0.268716578
Marquette (Big East),2022,1266,2022-1266,0.228609626
Seattle U (WAC),2022,0,2022-0,0.174029451
Vermont (America East),2022,1436,2022-1436,0.228915663
Samford (SoCon),2022,0,2022-0,0.174029451
Ball St. (MAC),2022,0,2022-0,0.174262735
Kansas City (Summit League),2022,0,2022-0,0.174496644
UMBC (America East),2022,1420,2022-1420,0.204026846
SMU (AAC),2022,1374,2022-1374,0.262096774
Oakland (Horizon),2022,1324,2022-1324,0.267473118
UNI (MVC),2022,1320,2022-1320,0.252688172
New Mexico (Mountain West),2022,1307,2022-1307,0.227456258
Long Beach St. (Big West),2022,1253,2022-1253,0.218034993
Ohio (MAC),2022,1325,2022-1325,0.261103634
Marshall (C-USA),2022,1267,2022-1267,0.253369272
Delaware (CAA),2022,1174,2022-1174,0.185983827
Seton Hall (Big East),2022,1371,2022-1371,0.218328841
Illinois St. (MVC),2022,1227,2022-1227,0.270889488
Fla. Atlantic (C-USA),2022,1194,2022-1194,0.190283401
Northwestern St. (Southland),2022,1322,2022-1322,0.209176788
Lipscomb (ASUN),2022,1252,2022-1252,0.205405405
Ohio St. (Big Ten),2022,1326,2022-1326,0.262162162
UC Santa Barbara (Big West),2022,1364,2022-1364,0.213513514
Jacksonville St. (ASUN),2022,1240,2022-1240,0.211096076
Middle Tenn. (C-USA),2022,1292,2022-1292,0.197564276
Utah St. (Mountain West),2022,1429,2022-1429,0.240866035
Portland (WCC),2022,0,2022-0,0.175913396
Loyola Chicago (MVC),2022,1260,2022-1260,0.189701897
Wyoming (Mountain West),2022,1461,2022-1461,0.269647696
Villanova (Big East),2022,1437,2022-1437,0.220867209
Purdue Fort Wayne (Horizon),2022,0,2022-0,0.176390773
BYU (WCC),2022,1140,2022-1140,0.233378562
Xavier (Big East),2022,1462,2022-1462,0.176390773
Idaho (Big Sky),2022,0,2022-0,0.176630435
Tennessee (SEC),2022,1397,2022-1397,0.176630435
Tulane (AAC),2022,0,2022-0,0.176630435
New Mexico St. (WAC),2022,1308,2022-1308,0.263945578
Portland St. (Big Sky),2022,1340,2022-1340,0.176870748
Drake (MVC),2022,1179,2022-1179,0.189115646
Nebraska (Big Ten),2022,1304,2022-1304,0.234332425
Liberty (ASUN),2022,1251,2022-1251,0.335149864
DePaul (Big East),2022,1177,2022-1177,0.298772169
NC State (ACC),2022,1301,2022-1301,0.236016371
Southern California (Pac-12),2022,1425,2022-1425,0.199181446
LSU (SEC),2022,1261,2022-1261,0.230874317
Central Ark. (ASUN),2022,0,2022-0,0.177595628
Michigan (Big Ten),2022,1276,2022-1276,0.25136612
Towson (CAA),2022,0,2022-0,0.177595628
Texas A&M (SEC),2022,1401,2022-1401,0.198358413
Stony Brook (America East),2022,1392,2022-1392,0.224965706
N.C. Central (MEAC),2022,1300,2022-1300,0.178326475
Northwestern (Big Ten),2022,1321,2022-1321,0.201646091
Drexel (CAA),2022,1180,2022-1180,0.217032967
Coastal Carolina (Sun Belt),2022,1157,2022-1157,0.211538462
Youngstown St. (Horizon),2022,0,2022-0,0.178571429
Tennessee Tech (OVC),2022,0,2022-0,0.178571429
Yale (Ivy League),2022,1463,2022-1463,0.259615385
Montana (Big Sky),2022,1285,2022-1285,0.209078404
Sacred Heart (NEC),2022,0,2022-0,0.178817056
Wofford (SoCon),2022,1459,2022-1459,0.227272727
Providence (Big East),2022,1344,2022-1344,0.179310345
ULM (Sun Belt),2022,0,2022-0,0.179310345
Nevada (Mountain West),2022,1305,2022-1305,0.255524862
Penn (Ivy League),2022,1335,2022-1335,0.284530387
Texas Tech (Big 12),2022,1403,2022-1403,0.193370166
Southern U. (SWAC),2022,1380,2022-1380,0.179558011
Washington St. (Pac-12),2022,1450,2022-1450,0.196403873
Notre Dame (ACC),2022,1323,2022-1323,0.204702628
Richmond (Atlantic 10),2022,1350,2022-1350,0.228531856
Quinnipiac (MAAC),2022,0,2022-0,0.180305132
Michigan St. (Big Ten),2022,1277,2022-1277,0.180305132
Oregon (Pac-12),2022,1332,2022-1332,0.19556172
ETSU (SoCon),2022,1190,2022-1190,0.202496533
UIC (Horizon),2022,0,2022-0,0.180555556
Clemson (ACC),2022,1155,2022-1155,0.214783821
South Carolina St. (MEAC),2022,1354,2022-1354,0.181311018
South Carolina (SEC),2022,1376,2022-1376,0.181564246
George Mason (Atlantic 10),2022,1206,2022-1206,0.251748252
Florida St. (ACC),2022,1199,2022-1199,0.181818182
Harvard (Ivy League),2022,1217,2022-1217,0.247552448
Indiana (Big Ten),2022,1231,2022-1231,0.243697479
South Alabama (Sun Belt),2022,1375,2022-1375,0.212885154
Tennessee St. (OVC),2022,0,2022-0,0.182328191
Boston U. (Patriot),2022,1131,2022-1131,0.248246844
Georgetown (Big East),2022,1207,2022-1207,0.193548387
Kent St. (MAC),2022,1245,2022-1245,0.262640449
Utah Valley (WAC),2022,0,2022-0,0.18258427
Mississippi St. (SEC),2022,1280,2022-1280,0.25
Bucknell (Patriot),2022,1137,2022-1137,0.247191011
Grand Canyon (WAC),2022,1213,2022-1213,0.225035162
Akron (MAC),2022,1103,2022-1103,0.198312236
UTRGV (WAC),2022,0,2022-0,0.182841069
Louisiana (Sun Belt),2022,1418,2022-1418,0.215189873
FIU (C-USA),2022,0,2022-0,0.183098592
Manhattan (MAAC),2022,1264,2022-1264,0.264788732
Wisconsin (Big Ten),2022,1458,2022-1458,0.281690141
Brown (Ivy League),2022,0,2022-0,0.183098592
USC Upstate (Big South),2022,0,2022-0,0.183356841
Maryland (Big Ten),2022,1268,2022-1268,0.210155148
Arkansas St. (Sun Belt),2022,1114,2022-1114,0.252468265
UNCW (CAA),2022,1423,2022-1423,0.22740113
Colorado (Pac-12),2022,1160,2022-1160,0.207627119
Valparaiso (MVC),2022,1434,2022-1434,0.200564972
Texas St. (Sun Belt),2022,0,2022-0,0.18387553
UMass Lowell (America East),2022,0,2022-0,0.18387553
Western Caro. (SoCon),2022,0,2022-0,0.18387553
St. Bonaventure (Atlantic 10),2022,1382,2022-1382,0.226628895
Georgia St. (Sun Belt),2022,1209,2022-1209,0.208215297
Washington (Pac-12),2022,1449,2022-1449,0.307365439
