team,year,TeamID,lookup,herop_percentot
Butler (Big East),2015,1139,2015-1139,0.23782235
Siena (MAAC),2015,1373,2015-1373,0.186246418
Oral Roberts (Summit League),2015,1331,2015-1331,0.259312321
Iowa (Big Ten),2015,1234,2015-1234,0.227793696
South Dakota (Summit League),2015,0,2015-0,0.18651363
Quinnipiac (MAAC),2015,0,2015-0,0.18651363
Manhattan (MAAC),2015,1264,2015-1264,0.241032999
Wichita St. (MVC),2015,1455,2015-1455,0.215208034
Baylor (Big 12),2015,1124,2015-1124,0.18651363
Little Rock (Sun Belt),2015,0,2015-0,0.18651363
Purdue Fort Wayne (Summit League),2015,0,2015-0,0.18651363
Eastern Mich. (MAC),2015,0,2015-0,0.18651363
UT Martin (OVC),2015,0,2015-0,0.18651363
South Alabama (Sun Belt),2015,1375,2015-1375,0.228448276
SMU (AAC),2015,1374,2015-1374,0.206896552
Arizona St. (Pac-12),2015,1113,2015-1113,0.186781609
DePaul (Big East),2015,1177,2015-1177,0.186781609
Southeast Mo. St. (OVC),2015,0,2015-0,0.186781609
Louisville (ACC),2015,1257,2015-1257,0.244604317
UTEP (C-USA),2015,1431,2015-1431,0.219020173
Green Bay (Horizon),2015,1453,2015-1453,0.272334294
UNC Greensboro (SoCon),2015,1422,2015-1422,0.187319885
Massachusetts (Atlantic 10),2015,1269,2015-1269,0.187319885
Southern Utah (Big Sky),2015,0,2015-0,0.187590188
Evansville (MVC),2015,0,2015-0,0.187590188
Samford (SoCon),2015,0,2015-0,0.187590188
Saint Mary's (CA) (WCC),2015,1388,2015-1388,0.278901734
San Francisco (WCC),2015,1362,2015-1362,0.187861272
UAB (C-USA),2015,1412,2015-1412,0.18813314
St. Francis Brooklyn (NEC),2015,0,2015-0,0.18813314
Robert Morris (NEC),2015,1352,2015-1352,0.219971056
McNeese (Southland),2015,1270,2015-1270,0.255072464
Illinois St. (MVC),2015,1227,2015-1227,0.188405797
Akron (MAC),2015,1103,2015-1103,0.188679245
Miami (FL) (ACC),2015,1274,2015-1274,0.214804064
Georgia (SEC),2015,1208,2015-1208,0.188953488
Seton Hall (Big East),2015,1371,2015-1371,0.242732558
Princeton (Ivy League),2015,1343,2015-1343,0.18922853
Bucknell (Patriot),2015,1137,2015-1137,0.231441048
Wake Forest (ACC),2015,1448,2015-1448,0.208151383
N.C. Central (MEAC),2015,1300,2015-1300,0.217201166
Southeastern La. (Southland),2015,1368,2015-1368,0.224489796
Northern Ariz. (Big Sky),2015,0,2015-0,0.189781022
Dayton (Atlantic 10),2015,1173,2015-1173,0.242335766
New Mexico St. (WAC),2015,1308,2015-1308,0.189781022
TCU (Big 12),2015,1395,2015-1395,0.189781022
UC Santa Barbara (Big West),2015,1364,2015-1364,0.245255474
Wagner (NEC),2015,1447,2015-1447,0.255847953
UNLV (Mountain West),2015,1424,2015-1424,0.222222222
Washington (Pac-12),2015,1449,2015-1449,0.221083455
Northeastern (CAA),2015,1318,2015-1318,0.211143695
SIUE (OVC),2015,0,2015-0,0.190615836
Yale (Ivy League),2015,1463,2015-1463,0.211143695
Lehigh (Patriot),2015,1250,2015-1250,0.224669604
Texas (Big 12),2015,1400,2015-1400,0.190895742
Longwood (Big South),2015,1255,2015-1255,0.252941176
UC Irvine (Big West),2015,1414,2015-1414,0.191458027
Oklahoma St. (Big 12),2015,1329,2015-1329,0.24742268
Boston U. (Patriot),2015,1131,2015-1131,0.234167894
North Dakota (Big Sky),2015,1315,2015-1315,0.192023634
Auburn (SEC),2015,1120,2015-1120,0.267355982
Colorado (Pac-12),2015,1160,2015-1160,0.254062038
Syracuse (ACC),2015,1393,2015-1393,0.25887574
UMES (MEAC),2015,0,2015-0,0.192592593
Marshall (C-USA),2015,1267,2015-1267,0.211851852
Texas A&M (SEC),2015,1401,2015-1401,0.219259259
Fairleigh Dickinson (NEC),2015,1192,2015-1192,0.192878338
Rhode Island (Atlantic 10),2015,1348,2015-1348,0.246290801
St. Bonaventure (Atlantic 10),2015,1382,2015-1382,0.243323442
LIU (NEC),2015,1254,2015-1254,0.192878338
Ohio (MAC),2015,1325,2015-1325,0.231454006
Creighton (Big East),2015,1166,2015-1166,0.192878338
FGCU (ASUN),2015,1195,2015-1195,0.193164933
Pittsburgh (ACC),2015,1338,2015-1338,0.193164933
George Washington (Atlantic 10),2015,1203,2015-1203,0.193164933
Memphis (AAC),2015,1272,2015-1272,0.193452381
Troy (Sun Belt),2015,1407,2015-1407,0.238450075
New Hampshire (America East),2015,0,2015-0,0.193740686
James Madison (CAA),2015,1241,2015-1241,0.194029851
Florida St. (ACC),2015,1199,2015-1199,0.214925373
Alabama (SEC),2015,1104,2015-1104,0.227204783
Southern California (Pac-12),2015,1425,2015-1425,0.19431988
Prairie View (SWAC),2015,1341,2015-1341,0.226047904
Wofford (SoCon),2015,1459,2015-1459,0.223053892
Texas Southern (SWAC),2015,1411,2015-1411,0.194610778
Weber St. (Big Sky),2015,1451,2015-1451,0.239520958
Penn St. (Big Ten),2015,1336,2015-1336,0.304347826
Utah St. (Mountain West),2015,1429,2015-1429,0.226726727
A&M-Corpus Christi (Southland),2015,1394,2015-1394,0.228228228
Cleveland St. (Horizon),2015,1156,2015-1156,0.250750751
Stetson (ASUN),2015,0,2015-0,0.195195195
California (Pac-12),2015,1143,2015-1143,0.258646617
Indiana St. (MVC),2015,1232,2015-1232,0.195488722
Miami (OH) (MAC),2015,1275,2015-1275,0.218045113
Bryant (NEC),2015,1136,2015-1136,0.280120482
Mercer (SoCon),2015,1273,2015-1273,0.218702866
Kent St. (MAC),2015,1245,2015-1245,0.234138973
NIU (MAC),2015,0,2015-0,0.196374622
UAlbany (America East),2015,1107,2015-1107,0.196374622
Long Beach St. (Big West),2015,1253,2015-1253,0.240544629
Colgate (Patriot),2015,1159,2015-1159,0.222390318
Brown (Ivy League),2015,0,2015-0,0.19667171
Delaware (CAA),2015,1174,2015-1174,0.218181818
Holy Cross (Patriot),2015,1221,2015-1221,0.21969697
Bowling Green (MAC),2015,0,2015-0,0.196969697
Boston College (ACC),2015,1130,2015-1130,0.294385432
Old Dominion (C-USA),2015,1330,2015-1330,0.261398176
Vermont (America East),2015,1436,2015-1436,0.197568389
UC Riverside (Big West),2015,0,2015-0,0.197869102
North Texas (C-USA),2015,1317,2015-1317,0.226788432
UCF (AAC),2015,1416,2015-1416,0.198170732
Air Force (Mountain West),2015,1102,2015-1102,0.198170732
Fordham (Atlantic 10),2015,0,2015-0,0.198473282
Virginia (ACC),2015,1438,2015-1438,0.198473282
Kansas City (WAC),2015,0,2015-0,0.198473282
Rider (MAAC),2015,0,2015-0,0.198776758
Milwaukee (Horizon),2015,1454,2015-1454,0.198776758
Fresno St. (Mountain West),2015,1201,2015-1201,0.256880734
South Carolina (SEC),2015,1376,2015-1376,0.198776758
Virginia Tech (ACC),2015,1439,2015-1439,0.198776758
Stony Brook (America East),2015,1392,2015-1392,0.248085758
Richmond (Atlantic 10),2015,1350,2015-1350,0.249617152
Tulsa (AAC),2015,1409,2015-1409,0.220520674
UNI (MVC),2015,1320,2015-1320,0.234303216
Hampton (MEAC),2015,1214,2015-1214,0.199386503
Central Ark. (Southland),2015,0,2015-0,0.199386503
Marquette (Big East),2015,1266,2015-1266,0.228527607
UConn (AAC),2015,1163,2015-1163,0.273006135
Ball St. (MAC),2015,0,2015-0,0.2
CSUN (Big West),2015,1169,2015-1169,0.246153846
North Dakota St. (Summit League),2015,1295,2015-1295,0.289676425
Columbia (Ivy League),2015,0,2015-0,0.200308166
UIC (Horizon),2015,0,2015-0,0.200927357
San Diego (WCC),2015,1360,2015-1360,0.262751159
Southern U. (SWAC),2015,1380,2015-1380,0.200927357
Nicholls (Southland),2015,0,2015-0,0.20123839
Temple (AAC),2015,1396,2015-1396,0.20123839
Michigan (Big Ten),2015,1276,2015-1276,0.20123839
Harvard (Ivy League),2015,1217,2015-1217,0.249226006
Idaho St. (Big Sky),2015,0,2015-0,0.20123839
Austin Peay (OVC),2015,1122,2015-1122,0.20123839
Canisius (MAAC),2015,0,2015-0,0.20123839
ULM (Sun Belt),2015,0,2015-0,0.201550388
Houston (AAC),2015,1222,2015-1222,0.201550388
Arkansas St. (Sun Belt),2015,1114,2015-1114,0.24689441
Monmouth (MAAC),2015,1284,2015-1284,0.201863354
Saint Francis (PA) (NEC),2015,0,2015-0,0.201863354
Pacific (WCC),2015,1334,2015-1334,0.201863354
George Mason (Atlantic 10),2015,1206,2015-1206,0.201863354
Middle Tenn. (C-USA),2015,1292,2015-1292,0.202177294
Jacksonville (ASUN),2015,0,2015-0,0.202177294
Niagara (MAAC),2015,1310,2015-1310,0.202177294
CSU Bakersfield (WAC),2015,1167,2015-1167,0.202177294
Cal St. Fullerton (Big West),2015,1168,2015-1168,0.246105919
Alcorn (SWAC),2015,1108,2015-1108,0.253894081
Wright St. (Horizon),2015,1460,2015-1460,0.202492212
Florida (SEC),2015,1196,2015-1196,0.203125
The Citadel (SoCon),2015,0,2015-0,0.203125
Furman (SoCon),2015,0,2015-0,0.203442879
Campbell (Big South),2015,0,2015-0,0.203442879
Montana St. (Big Sky),2015,1286,2015-1286,0.223787167
Pepperdine (WCC),2015,1337,2015-1337,0.249216301
Tulane (AAC),2015,0,2015-0,0.203761755
East Carolina (AAC),2015,0,2015-0,0.203761755
Northwestern (Big Ten),2015,1321,2015-1321,0.204081633
Howard (MEAC),2015,0,2015-0,0.204402516
Towson (CAA),2015,0,2015-0,0.204402516
Rice (C-USA),2015,0,2015-0,0.204724409
App State (Sun Belt),2015,1111,2015-1111,0.261417323
Liberty (Big South),2015,1251,2015-1251,0.204724409
Mississippi Val. (SWAC),2015,1279,2015-1279,0.205047319
Santa Clara (WCC),2015,0,2015-0,0.205371248
Kennesaw St. (ASUN),2015,0,2015-0,0.205371248
Georgia Tech (ACC),2015,1210,2015-1210,0.205696203
Mount St. Mary's (NEC),2015,1291,2015-1291,0.206022187
Dartmouth (Ivy League),2015,0,2015-0,0.206349206
Kansas St. (Big 12),2015,1243,2015-1243,0.206677266
Seattle U (WAC),2015,0,2015-0,0.206677266
Fla. Atlantic (C-USA),2015,1194,2015-1194,0.206677266
Tennessee (SEC),2015,1397,2015-1397,0.248012719
La Salle (Atlantic 10),2015,1247,2015-1247,0.275917065
Jacksonville St. (OVC),2015,1240,2015-1240,0.2416
San Diego St. (Mountain West),2015,1361,2015-1361,0.208333333
Western Ill. (Summit League),2015,0,2015-0,0.208333333
Clemson (ACC),2015,1155,2015-1155,0.208333333
Eastern Ill. (OVC),2015,0,2015-0,0.208667737
FIU (C-USA),2015,0,2015-0,0.208667737
Cornell (Ivy League),2015,1165,2015-1165,0.269662921
UTRGV (WAC),2015,0,2015-0,0.209003215
LMU (CA) (WCC),2015,0,2015-0,0.209003215
Denver (Summit League),2015,0,2015-0,0.209003215
Cincinnati (AAC),2015,1153,2015-1153,0.209003215
South Fla. (AAC),2015,1378,2015-1378,0.247588424
Saint Joseph's (Atlantic 10),2015,1386,2015-1386,0.288244767
Alabama A&M (SWAC),2015,1105,2015-1105,0.290322581
Loyola Chicago (MVC),2015,1260,2015-1260,0.209677419
New Mexico (Mountain West),2015,1307,2015-1307,0.209677419
Hartford (America East),2015,1216,2015-1216,0.210016155
Texas St. (Sun Belt),2015,0,2015-0,0.210016155
Presbyterian (Big South),2015,0,2015-0,0.210355987
Wyoming (Mountain West),2015,1461,2015-1461,0.260940032
Saint Peter's (MAAC),2015,1389,2015-1389,0.211038961
Mississippi St. (SEC),2015,1280,2015-1280,0.211038961
Nebraska (Big Ten),2015,1304,2015-1304,0.290375204
Texas Tech (Big 12),2015,1403,2015-1403,0.212418301
Marist (MAAC),2015,0,2015-0,0.212418301
Navy (Patriot),2015,0,2015-0,0.213114754
Nevada (Mountain West),2015,1305,2015-1305,0.213464696
Morgan St. (MEAC),2015,1288,2015-1288,0.213464696
IUPUI (Summit League),2015,1237,2015-1237,0.213464696
Jackson St. (SWAC),2015,1238,2015-1238,0.213815789
Cal Poly (Big West),2015,1142,2015-1142,0.213815789
Missouri (SEC),2015,1281,2015-1281,0.21416804
Penn (Ivy League),2015,1335,2015-1335,0.214521452
Oregon St. (Pac-12),2015,1333,2015-1333,0.214876033
Maine (America East),2015,0,2015-0,0.215231788
Southern Miss. (C-USA),2015,1379,2015-1379,0.262895175
Saint Louis (Atlantic 10),2015,1387,2015-1387,0.217028381
Ark.-Pine Bluff (SWAC),2015,1115,2015-1115,0.29264214
Missouri St. (MVC),2015,0,2015-0,0.217755444
Southern Ill. (MVC),2015,1356,2015-1356,0.218120805
South Carolina St. (MEAC),2015,1354,2015-1354,0.218120805
Drexel (CAA),2015,1180,2015-1180,0.359060403
Fairfield (MAAC),2015,0,2015-0,0.218487395
Drake (MVC),2015,1179,2015-1179,0.218487395
Bethune-Cookman (MEAC),2015,0,2015-0,0.219224283
Utah Valley (WAC),2015,0,2015-0,0.219594595
Central Conn. St. (NEC),2015,1148,2015-1148,0.290540541
N.C. A&T (MEAC),2015,1299,2015-1299,0.255932203
Rutgers (Big Ten),2015,1353,2015-1353,0.220338983
Loyola Maryland (Patriot),2015,1259,2015-1259,0.221088435
Col. of Charleston (CAA),2015,1158,2015-1158,0.221843003
Chicago St. (WAC),2015,0,2015-0,0.22260274
American (Patriot),2015,1110,2015-1110,0.249569707
Tennessee St. (OVC),2015,0,2015-0,0.224913495
Binghamton (America East),2015,1127,2015-1127,0.225303293
Bradley (MVC),2015,1133,2015-1133,0.228070175
Savannah St. (MEAC),2015,0,2015-0,0.229276896
UMBC (America East),2015,1420,2015-1420,0.231729055
Florida A&M (MEAC),2015,1197,2015-1197,0.314079422
San Jose St. (Mountain West),2015,0,2015-0,0.242085661
Grambling (SWAC),2015,0,2015-0,0.25
Oakland (Horizon),2016,1324,2016-1324,0.280417149
The Citadel (SoCon),2016,0,2016-0,0.151162791
Marshall (C-USA),2016,1267,2016-1267,0.24009324
North Florida (ASUN),2016,1316,2016-1316,0.232311321
Omaha (Summit League),2016,0,2016-0,0.154028436
Green Bay (Horizon),2016,1453,2016-1453,0.212085308
Detroit Mercy (Horizon),2016,1178,2016-1178,0.219832736
BYU (WCC),2016,1140,2016-1140,0.214114833
Washington (Pac-12),2016,1449,2016-1449,0.254501801
North Carolina (ACC),2016,1314,2016-1314,0.2026538
Indiana (Big Ten),2016,1231,2016-1231,0.206771463
Eastern Wash. (Big Sky),2016,1186,2016-1186,0.26092233
Belmont (OVC),2016,1125,2016-1125,0.216019417
Winthrop (Big South),2016,1457,2016-1457,0.227493917
Iowa St. (Big 12),2016,1235,2016-1235,0.236585366
Kansas (Big 12),2016,1242,2016-1242,0.201711491
Butler (Big East),2016,1139,2016-1139,0.199261993
Duke (ACC),2016,1181,2016-1181,0.264778325
Xavier (Big East),2016,1462,2016-1462,0.160493827
Arizona (Pac-12),2016,1112,2016-1112,0.195302843
Oklahoma (Big 12),2016,1328,2016-1328,0.31025958
Michigan St. (Big Ten),2016,1277,2016-1277,0.242874845
Southern California (Pac-12),2016,1425,2016-1425,0.161090458
Eastern Ky. (OVC),2016,1184,2016-1184,0.222360248
Louisiana Tech (C-USA),2016,0,2016-0,0.161892902
Stetson (ASUN),2016,0,2016-0,0.161892902
Purdue Fort Wayne (Summit League),2016,0,2016-0,0.162094763
UT Arlington (Sun Belt),2016,1426,2016-1426,0.162297129
LSU (SEC),2016,1261,2016-1261,0.245
SFA (Southland),2016,1372,2016-1372,0.216520651
Colorado St. (Mountain West),2016,1161,2016-1161,0.205256571
Creighton (Big East),2016,1166,2016-1166,0.162907268
Davidson (Atlantic 10),2016,1172,2016-1172,0.311166876
Louisiana (Sun Belt),2016,1418,2016-1418,0.236180905
Iona (MAAC),2016,1233,2016-1233,0.281407035
West Virginia (Big 12),2016,1452,2016-1452,0.163316583
Gonzaga (WCC),2016,1211,2016-1211,0.26163522
Northwestern St. (Southland),2016,1322,2016-1322,0.279596977
Monmouth (MAAC),2016,1284,2016-1284,0.24559194
Milwaukee (Horizon),2016,1454,2016-1454,0.196721311
Princeton (Ivy League),2016,1343,2016-1343,0.192938209
UNCW (CAA),2016,1423,2016-1423,0.203282828
UAB (C-USA),2016,1412,2016-1412,0.164556962
Kentucky (SEC),2016,1246,2016-1246,0.253164557
Bucknell (Patriot),2016,1137,2016-1137,0.217997465
Charlotte (C-USA),2016,1150,2016-1150,0.164974619
Hofstra (CAA),2016,0,2016-0,0.164974619
Arkansas (SEC),2016,1116,2016-1116,0.204574333
Duquesne (Atlantic 10),2016,0,2016-0,0.165184244
Tennessee Tech (OVC),2016,0,2016-0,0.165394402
Ohio (MAC),2016,1325,2016-1325,0.222929936
Iowa (Big Ten),2016,1234,2016-1234,0.239490446
Lipscomb (ASUN),2016,1252,2016-1252,0.202547771
Houston (AAC),2016,1222,2016-1222,0.166240409
Siena (MAAC),2016,1373,2016-1373,0.204603581
Utah (Pac-12),2016,1428,2016-1428,0.224071703
Purdue (Big Ten),2016,1345,2016-1345,0.166880616
Portland St. (Big Sky),2016,1340,2016-1340,0.241335045
Oregon (Pac-12),2016,1332,2016-1332,0.214377407
Akron (MAC),2016,1103,2016-1103,0.167095116
Eastern Mich. (MAC),2016,0,2016-0,0.167095116
Hawaii (Big West),2016,1218,2016-1218,0.201799486
ETSU (SoCon),2016,1190,2016-1190,0.233933162
UCLA (Pac-12),2016,1417,2016-1417,0.22007722
High Point (Big South),2016,0,2016-0,0.167525773
San Francisco (WCC),2016,1362,2016-1362,0.261597938
Fairleigh Dickinson (NEC),2016,1192,2016-1192,0.167525773
Portland (WCC),2016,0,2016-0,0.167525773
Baylor (Big 12),2016,1124,2016-1124,0.199742268
Toledo (MAC),2016,0,2016-0,0.167525773
Florida St. (ACC),2016,1199,2016-1199,0.203870968
Richmond (Atlantic 10),2016,1350,2016-1350,0.233548387
St. Bonaventure (Atlantic 10),2016,1382,2016-1382,0.249032258
Boise St. (Mountain West),2016,1129,2016-1129,0.204134367
Houston Christian (Southland),2016,0,2016-0,0.167958656
Army West Point (Patriot),2016,0,2016-0,0.168175938
SMU (AAC),2016,1374,2016-1374,0.208279431
Villanova (Big East),2016,1437,2016-1437,0.168393782
Vanderbilt (SEC),2016,1435,2016-1435,0.168612192
UNLV (Mountain West),2016,1424,2016-1424,0.168612192
Buffalo (MAC),2016,1138,2016-1138,0.168612192
VCU (Atlantic 10),2016,1433,2016-1433,0.233463035
FGCU (ASUN),2016,1195,2016-1195,0.223376623
Weber St. (Big Sky),2016,1451,2016-1451,0.232467532
UTEP (C-USA),2016,1431,2016-1431,0.169050715
William & Mary (CAA),2016,0,2016-0,0.169050715
Fairfield (MAAC),2016,0,2016-0,0.169050715
Saint Joseph's (Atlantic 10),2016,1386,2016-1386,0.234070221
Memphis (AAC),2016,1272,2016-1272,0.200520833
Stony Brook (America East),2016,1392,2016-1392,0.247718383
South Dakota St. (Summit League),2016,1355,2016-1355,0.169712794
Canisius (MAAC),2016,0,2016-0,0.169934641
Western Ky. (C-USA),2016,1443,2016-1443,0.169934641
Montana St. (Big Sky),2016,1286,2016-1286,0.244444444
New Mexico (Mountain West),2016,1307,2016-1307,0.281045752
Notre Dame (ACC),2016,1323,2016-1323,0.208115183
Ga. Southern (Sun Belt),2016,0,2016-0,0.170157068
Jacksonville (ASUN),2016,0,2016-0,0.170157068
South Dakota (Summit League),2016,0,2016-0,0.170380079
Pittsburgh (ACC),2016,1338,2016-1338,0.211009174
South Carolina (SEC),2016,1376,2016-1376,0.170380079
Central Mich. (MAC),2016,1141,2016-1141,0.220472441
Columbia (Ivy League),2016,0,2016-0,0.170603675
LIU (NEC),2016,1254,2016-1254,0.217847769
Texas A&M (SEC),2016,1401,2016-1401,0.207349081
Youngstown St. (Horizon),2016,0,2016-0,0.170603675
Rice (C-USA),2016,0,2016-0,0.170827858
Austin Peay (OVC),2016,1122,2016-1122,0.248684211
Oral Roberts (Summit League),2016,1331,2016-1331,0.303947368
Maine (America East),2016,0,2016-0,0.171052632
Utah Valley (WAC),2016,0,2016-0,0.171277997
Elon (CAA),2016,0,2016-0,0.171277997
Maryland (Big Ten),2016,1268,2016-1268,0.171277997
Colorado (Pac-12),2016,1160,2016-1160,0.2176781
Chattanooga (SoCon),2016,1151,2016-1151,0.171503958
Valparaiso (Horizon),2016,1434,2016-1434,0.237467018
UNC Asheville (Big South),2016,1421,2016-1421,0.171957672
Marquette (Big East),2016,1266,2016-1266,0.222222222
Miami (FL) (ACC),2016,1274,2016-1274,0.20794702
Nevada (Mountain West),2016,1305,2016-1305,0.225165563
NJIT (ASUN),2016,0,2016-0,0.17218543
Lamar University (Southland),2016,1249,2016-1249,0.172413793
Sam Houston (Southland),2016,1358,2016-1358,0.172413793
Central Ark. (Southland),2016,0,2016-0,0.172413793
Fresno St. (Mountain West),2016,1201,2016-1201,0.277556441
Ole Miss (SEC),2016,1290,2016-1290,0.307180851
Yale (Ivy League),2016,1463,2016-1463,0.210106383
George Washington (Atlantic 10),2016,1203,2016-1203,0.220744681
UAlbany (America East),2016,1107,2016-1107,0.17287234
James Madison (CAA),2016,1241,2016-1241,0.230053191
Mississippi St. (SEC),2016,1280,2016-1280,0.210386152
Vermont (America East),2016,1436,2016-1436,0.173333333
Gardner-Webb (Big South),2016,1205,2016-1205,0.173333333
California (Pac-12),2016,1143,2016-1143,0.173333333
New Orleans (Southland),2016,1309,2016-1309,0.173333333
Louisville (ACC),2016,1257,2016-1257,0.212
Michigan (Big Ten),2016,1276,2016-1276,0.173564753
Idaho St. (Big Sky),2016,0,2016-0,0.173564753
Saint Mary's (CA) (WCC),2016,1388,2016-1388,0.173564753
NC State (ACC),2016,1301,2016-1301,0.312834225
Coastal Carolina (Big South),2016,1157,2016-1157,0.174029451
Tennessee (SEC),2016,1397,2016-1397,0.297188755
North Texas (C-USA),2016,1317,2016-1317,0.206711409
Norfolk St. (MEAC),2016,1313,2016-1313,0.212080537
Seton Hall (Big East),2016,1371,2016-1371,0.240591398
Evansville (MVC),2016,0,2016-0,0.174966353
Tulsa (AAC),2016,1409,2016-1409,0.212938005
Northern Colo. (Big Sky),2016,1294,2016-1294,0.212938005
Providence (Big East),2016,1344,2016-1344,0.285714286
Wake Forest (ACC),2016,1448,2016-1448,0.211875843
Florida (SEC),2016,1196,2016-1196,0.175675676
Georgetown (Big East),2016,1207,2016-1207,0.22027027
Samford (SoCon),2016,0,2016-0,0.175913396
